0.111, 0, 0, 0
0.125 ,0, 0, 0
0.143, 0, 3, 7
0.167, 11,  13,  26
0.2, 38,  39,  57
0.25,  81,  87,  106
0.333, 173, 169, 188
0.5, 336, 335, 355
1, 836, 835, 854
2, 911, 905, 917
3, 939, 931, 940
4, 950, 945, 952
5, 959, 954, 960
6, 963, 960, 965
7, 968, 965, 968
8, 972, 968, 972
9, 974, 971, 974
