493,343,413,0
494,342,412,0
495,341,411,0
496,340,410,0
497,339,409,0
498,338,408,0
499,337,407,0
500,336,406,0
501,335,405,0
502,334,404,0
503,333,403,0
504,332,402,0
505,331,401,0
506,330,400,0
507,329,399,0
508,328,398,0
509,327,397,0
510,326,396,0
511,325,395,0
512,324,394,0
513,323,393,0
514,322,392,0
515,321,391,0
516,320,390,0
517,319,389,0
518,318,388,0
519,317,387,0
520,316,386,0
521,315,385,0
522,314,384,0
523,313,383,0
524,312,382,0
525,311,381,0
526,310,380,0
527,309,379,0
528,308,378,0
529,307,377,0
530,306,376,0
531,305,375,0
532,304,374,0
533,303,373,0
534,302,372,0
535,301,371,0
536,300,370,0
537,299,369,0
538,298,368,0
539,297,367,0
540,296,366,0
541,295,365,0
542,294,364,0
543,293,363,0
544,292,362,0
545,291,361,0
546,290,360,0
547,289,359,0
548,288,358,0
549,287,357,0
550,286,356,0
551,285,355,0
552,284,354,0
553,283,353,0
554,282,352,0
555,281,351,0
556,280,350,0
557,279,349,0
558,278,348,0
559,277,347,0
560,276,346,0
561,275,345,0
562,274,344,0
563,273,343,0
564,272,342,0
565,271,341,0
566,270,340,0
567,269,339,0
568,268,338,0
569,267,337,0
570,266,336,0
571,265,335,0
572,264,334,0
573,263,333,0
574,262,332,0
575,261,331,0
576,260,330,0
577,259,329,0
578,258,328,0
579,257,327,0
580,256,326,0
581,255,325,0
582,254,324,0
583,253,323,0
584,252,322,0
585,251,321,0
586,250,320,0
587,249,319,0
588,248,318,0
589,247,317,0
590,246,316,0
591,245,315,0
592,244,314,0
593,243,313,0
594,242,312,0
595,241,311,0
596,240,310,0
597,239,309,0
598,238,308,0
599,237,307,0
600,236,306,0
601,235,305,0
602,234,304,0
603,233,303,0
604,232,302,0
605,231,301,0
606,230,300,0
607,229,299,0
608,228,298,0
609,227,297,0
610,226,296,0
611,225,295,0
612,224,294,0
613,223,293,0
614,222,292,0
615,221,291,0
616,220,290,0
617,219,289,0
618,218,288,0
619,217,287,0
620,216,286,0
621,215,285,0
622,214,284,0
623,213,283,0
624,212,282,0
625,211,281,0
626,210,280,0
627,209,279,0
628,208,278,0
629,207,277,0
630,206,276,0
631,205,275,0
632,204,274,0
633,203,273,0
634,202,272,0
635,201,271,0
636,200,270,0
637,199,269,0
638,198,268,0
639,197,267,0
640,196,266,0
641,195,265,0
642,194,264,0
643,193,263,0
644,192,262,0
645,191,261,0
646,190,260,0
647,189,259,0
648,188,258,0
649,187,257,0
650,186,256,0
651,185,255,0
652,184,254,0
653,183,253,0
654,182,252,0
655,181,251,0
656,180,250,0
657,179,249,0
658,178,248,0
659,177,247,0
660,176,246,0
661,175,245,0
662,174,244,0
663,173,243,0
664,172,242,0
665,171,241,0
666,170,240,0
667,169,239,0
668,168,238,0
669,167,237,0
670,166,236,0
671,165,235,0
672,164,234,0
673,163,233,0
674,162,232,0
675,161,231,0
676,160,230,0
677,159,229,0
678,158,228,0
679,157,227,0
680,156,226,0
681,155,225,0
682,154,224,0
683,153,223,0
684,152,222,0
685,151,221,0
686,150,220,0
687,149,219,0
688,148,218,0
689,147,217,0
690,146,216,0
691,145,215,0
692,144,214,0
693,143,213,0
694,142,212,0
695,141,211,0
696,140,210,0
697,139,209,0
698,138,208,0
699,137,207,0
700,136,206,0
701,135,205,0
702,134,204,0
703,133,203,0
704,132,202,0
705,131,201,0
706,130,200,0
707,129,199,0
708,128,198,0
709,127,197,0
710,126,196,0
711,125,195,0
712,124,194,0
713,123,193,0
714,122,192,0
715,121,191,0
716,120,190,0
717,119,189,0
718,118,188,0
719,117,187,0
720,116,186,0
721,115,185,0
722,114,184,0
723,113,183,0
724,112,182,0
725,111,181,0
726,110,180,0
727,109,179,0
728,108,178,0
729,107,177,0
730,106,176,0
731,105,175,0
732,104,174,0
733,103,173,0
734,102,172,0
735,101,171,0
736,100,170,0
737,99,169,0
738,98,168,0
739,97,167,0
740,96,166,0
741,95,165,0
742,94,164,0
743,93,163,0
744,92,162,0
745,91,161,0
746,90,160,0
747,89,159,0
748,88,158,0
749,87,157,0
750,86,156,0
751,85,155,0
752,84,154,0
753,83,153,0
754,82,152,0
755,81,151,0
756,80,150,0
757,79,149,0
758,78,148,0
759,77,147,0
760,76,146,0
761,75,145,0
762,74,144,0
763,73,143,0
764,72,142,0
765,71,141,0
766,70,140,0
767,69,139,0
768,68,138,0
769,67,137,0
770,66,136,0
771,65,135,0
772,64,134,0
773,63,133,0
774,62,132,0
775,61,131,0
776,60,130,0
777,59,129,0
778,58,128,0
779,57,127,0
780,56,126,0
781,55,125,0
782,54,124,0
783,53,123,0
784,52,122,0
785,51,121,0
786,50,120,0
787,49,119,0
788,48,118,0
789,47,117,0
790,46,116,0
791,45,115,0
792,44,114,0
793,43,113,0
794,42,112,0
795,41,111,0
796,40,110,0
797,39,109,0
798,38,108,0
799,37,107,0
800,36,106,0
801,35,105,0
802,34,104,0
803,33,103,0
804,32,102,0
805,31,101,0
806,30,100,0
807,29,99,0
808,28,98,0
809,27,97,0
810,26,96,0
811,25,95,0
812,24,94,0
813,23,93,0
814,22,92,0
815,21,91,0
816,20,90,0
817,19,89,0
818,18,88,0
819,17,87,0
820,16,86,0
821,15,85,0
822,14,84,0
823,13,83,0
824,12,82,0
825,11,81,0
826,10,80,0
827,9,79,0
828,8,78,0
829,7,77,0
830,6,76,0
831,5,75,0
832,4,74,0
833,3,73,0
834,2,72,0
835,1,71,0
836,0,70,0
837,0,69,0
838,0,68,0
839,0,67,0
840,0,66,0
841,0,65,0
842,0,64,0
843,0,63,0
844,0,62,0
845,0,61,0
846,0,60,0
847,0,59,0
848,0,58,0
849,0,57,0
850,0,56,0
851,0,55,0
852,0,54,0
853,0,53,0
854,0,52,0
855,0,51,0
856,0,50,0
857,0,49,0
858,0,48,0
859,0,47,0
860,0,46,0
861,0,45,0
862,0,44,0
863,0,43,0
864,0,42,0
865,0,41,0
866,0,40,0
867,0,39,0
868,0,38,0
869,0,37,0
870,0,36,0
871,0,35,0
872,0,34,0
873,0,33,0
874,0,32,0
875,0,31,0
876,0,30,0
877,0,29,0
878,0,28,0
879,0,27,0
880,0,26,0
881,0,25,0
882,0,24,0
883,0,23,0
884,0,22,0
885,0,21,0
886,0,20,0
887,0,19,0
888,0,18,0
889,0,17,0
890,0,16,0
891,0,15,0
892,0,14,0
893,0,13,0
894,0,12,0
895,0,11,0
896,0,10,0
897,0,9,0
898,0,8,0
899,0,7,0
900,0,6,0
901,0,5,0
902,0,4,0
903,0,3,0
904,0,2,0
905,0,1,0
906,0,0,0
907,0,0,0
908,0,0,0
909,0,0,0
910,0,0,0
911,0,0,0
912,0,0,0
913,0,0,0
914,0,0,0
915,0,0,0
916,0,0,0
917,0,0,0
918,0,0,0
919,0,0,0
920,0,0,0
921,0,0,0
922,0,0,0
923,0,0,0
924,0,0,0
925,0,0,0
926,0,0,0
927,0,0,0
928,0,0,0
929,0,0,0
930,0,0,0
931,0,0,0
932,0,0,0
933,0,0,0
934,0,0,0
935,0,0,0
936,0,0,0
937,0,0,0
938,0,0,0
939,0,0,0
940,0,0,0
941,0,0,0
942,0,0,0
943,0,0,0
944,0,0,0
945,0,0,0
946,0,0,0
947,0,0,0
948,0,0,0
949,0,0,0
950,0,0,0
951,0,0,0
952,0,0,0
953,0,0,0
954,0,0,0
955,0,0,0
956,0,0,0
957,0,0,0
958,0,0,0
959,0,0,0
960,0,0,0
961,0,0,0
962,0,0,0
963,0,0,0
964,0,0,0
965,0,0,0
966,0,0,0
967,0,0,0
968,0,0,0
969,0,0,0
970,0,0,0
971,0,0,0
972,0,0,0
973,0,0,0
974,0,0,0
975,0,0,0
976,0,0,0
977,0,0,0
978,0,0,0
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
